year,month,day,genus,species,plot_id,plot_type
1977,8,20,Dipodomys,merriami,6,Short-term Krat Exclosure
1977,8,20,Dipodomys,merriami,19,Long-term Krat Exclosure
1977,8,20,Dipodomys,merriami,23,Rodent Exclosure
1977,8,20,Dipodomys,merriami,18,Short-term Krat Exclosure
1977,8,20,Perognathus,flavus,5,Rodent Exclosure
1977,8,20,Dipodomys,merriami,18,Short-term Krat Exclosure
1977,8,20,Chaetodipus,penicillatus,12,Control
1977,8,20,Dipodomys,merriami,18,Short-term Krat Exclosure
1977,8,20,Dipodomys,spectabilis,11,Control
1977,8,20,Dipodomys,merriami,6,Short-term Krat Exclosure
1977,8,20,Dipodomys,merriami,18,Short-term Krat Exclosure
1977,8,20,Dipodomys,merriami,18,Short-term Krat Exclosure
1977,8,20,Dipodomys,merriami,23,Rodent Exclosure
1977,8,20,Dipodomys,merriami,12,Control
1977,8,20,Dipodomys,merriami,18,Short-term Krat Exclosure
1977,8,20,Dipodomys,merriami,5,Rodent Exclosure
1977,8,20,Dipodomys,merriami,11,Control
1977,8,20,Dipodomys,spectabilis,5,Rodent Exclosure
1977,8,20,Dipodomys,merriami,5,Rodent Exclosure
1977,8,20,Dipodomys,merriami,23,Rodent Exclosure
1977,8,20,Dipodomys,merriami,18,Short-term Krat Exclosure
1977,8,20,Dipodomys,spectabilis,11,Control
1977,8,20,Dipodomys,merriami,19,Long-term Krat Exclosure
1977,8,20,Neotoma,albigula,12,Control
1977,8,20,Neotoma,albigula,18,Short-term Krat Exclosure
1977,8,20,Chaetodipus,penicillatus,11,Control
1977,8,20,Dipodomys,merriami,6,Short-term Krat Exclosure
1977,8,20,Dipodomys,spectabilis,10,Rodent Exclosure
1977,8,20,Dipodomys,merriami,11,Control
1977,8,20,Dipodomys,merriami,23,Rodent Exclosure
1977,8,20,Perognathus,flavus,5,Rodent Exclosure
1977,8,21,Dipodomys,merriami,15,Long-term Krat Exclosure
1977,8,21,Dipodomys,merriami,21,Long-term Krat Exclosure
1977,8,21,Dipodomys,merriami,13,Short-term Krat Exclosure
1977,8,21,Onychomys,sp.,21,Long-term Krat Exclosure
1977,8,21,Dipodomys,merriami,17,Control
1977,8,21,Dipodomys,merriami,20,Short-term Krat Exclosure
1977,8,21,Dipodomys,merriami,20,Short-term Krat Exclosure
1977,8,21,Neotoma,albigula,15,Long-term Krat Exclosure
1977,8,21,Dipodomys,merriami,22,Control
1977,8,21,Dipodomys,merriami,17,Control
1977,8,21,Dipodomys,merriami,14,Control
1977,8,21,Dipodomys,merriami,22,Control
1977,8,21,Dipodomys,merriami,20,Short-term Krat Exclosure
1977,8,21,Dipodomys,merriami,14,Control
1977,8,21,Dipodomys,merriami,15,Long-term Krat Exclosure
1977,8,21,Dipodomys,merriami,14,Control
1977,8,21,Dipodomys,merriami,16,Rodent Exclosure
1977,8,21,Dipodomys,merriami,22,Control
1977,8,21,Dipodomys,merriami,22,Control
1977,8,21,Dipodomys,merriami,15,Long-term Krat Exclosure
1977,8,21,Dipodomys,spectabilis,17,Control
1977,8,21,Dipodomys,merriami,15,Long-term Krat Exclosure
1977,8,21,Perognathus,flavus,13,Short-term Krat Exclosure
1977,8,21,Dipodomys,merriami,20,Short-term Krat Exclosure
1977,8,21,Dipodomys,merriami,22,Control
1977,8,21,Perognathus,flavus,14,Control
1977,8,21,Dipodomys,merriami,20,Short-term Krat Exclosure
1977,8,21,Dipodomys,merriami,16,Rodent Exclosure
1977,8,21,Dipodomys,merriami,17,Control
1977,8,21,Dipodomys,merriami,15,Long-term Krat Exclosure
1977,8,21,Dipodomys,spectabilis,15,Long-term Krat Exclosure
1977,8,21,Dipodomys,merriami,13,Short-term Krat Exclosure
1977,8,21,Dipodomys,merriami,13,Short-term Krat Exclosure
1977,8,21,Dipodomys,merriami,13,Short-term Krat Exclosure
1977,8,21,Dipodomys,merriami,14,Control
1977,8,21,Dipodomys,spectabilis,20,Short-term Krat Exclosure
1977,8,21,Dipodomys,merriami,21,Long-term Krat Exclosure
1977,8,21,Dipodomys,merriami,13,Short-term Krat Exclosure
1977,8,21,Dipodomys,merriami,14,Control
1977,8,21,Dipodomys,spectabilis,16,Rodent Exclosure
1977,8,21,Dipodomys,spectabilis,20,Short-term Krat Exclosure
1977,8,21,Dipodomys,spectabilis,20,Short-term Krat Exclosure
1977,8,21,Dipodomys,merriami,21,Long-term Krat Exclosure
1977,9,11,Dipodomys,merriami,20,Short-term Krat Exclosure
1977,9,11,Dipodomys,merriami,22,Control
1977,9,11,Dipodomys,spectabilis,5,Rodent Exclosure
1977,9,11,Dipodomys,merriami,21,Long-term Krat Exclosure
1977,9,11,Dipodomys,merriami,5,Rodent Exclosure
1977,9,11,Dipodomys,merriami,6,Short-term Krat Exclosure
1977,9,11,Chaetodipus,penicillatus,12,Control
1977,9,11,Dipodomys,merriami,22,Control
1977,9,11,Dipodomys,spectabilis,19,Long-term Krat Exclosure
1977,9,11,Onychomys,sp.,21,Long-term Krat Exclosure
1977,9,11,Dipodomys,merriami,6,Short-term Krat Exclosure
1977,9,11,Dipodomys,merriami,12,Control
1977,9,11,Dipodomys,merriami,5,Rodent Exclosure
1977,9,11,Dipodomys,merriami,20,Short-term Krat Exclosure
1977,9,11,Neotoma,albigula,12,Control
1977,9,11,Perognathus,flavus,22,Control
1977,9,11,Dipodomys,merriami,12,Control
1977,9,11,Dipodomys,merriami,12,Control
1977,9,11,Dipodomys,merriami,19,Long-term Krat Exclosure
1977,9,11,Dipodomys,spectabilis,12,Control
1977,9,11,Onychomys,sp.,5,Rodent Exclosure
1977,9,11,Dipodomys,merriami,18,Short-term Krat Exclosure
1977,9,11,Dipodomys,merriami,12,Control
1977,9,11,Dipodomys,merriami,6,Short-term Krat Exclosure
1977,9,11,Dipodomys,merriami,20,Short-term Krat Exclosure
1977,9,11,Dipodomys,spectabilis,21,Long-term Krat Exclosure
1977,9,11,Dipodomys,merriami,5,Rodent Exclosure
1977,9,11,Dipodomys,spectabilis,20,Short-term Krat Exclosure
1977,9,11,Onychomys,sp.,12,Control
1977,9,11,Dipodomys,merriami,19,Long-term Krat Exclosure
1977,9,12,Dipodomys,merriami,17,Control
1977,9,12,Dipodomys,spectabilis,14,Control
1977,9,12,Dipodomys,merriami,17,Control
1977,9,12,Dipodomys,merriami,7,Rodent Exclosure
1977,9,12,Dipodomys,spectabilis,17,Control
1977,9,12,Dipodomys,merriami,4,Control
1977,9,12,Peromyscus,eremicus,7,Rodent Exclosure
1977,9,12,Neotoma,albigula,11,Control
1977,9,12,Dipodomys,spectabilis,4,Control
1977,9,12,Perognathus,flavus,7,Rodent Exclosure
1977,9,12,Dipodomys,merriami,14,Control
1977,9,12,Dipodomys,merriami,4,Control
1977,9,12,Dipodomys,merriami,11,Control
1977,9,12,Dipodomys,spectabilis,17,Control
1977,9,12,Dipodomys,spectabilis,10,Rodent Exclosure
1977,9,12,Dipodomys,merriami,17,Control
1977,9,12,Dipodomys,merriami,11,Control
1977,9,12,Dipodomys,merriami,16,Rodent Exclosure
1977,9,12,Dipodomys,spectabilis,16,Rodent Exclosure
1977,9,12,Dipodomys,spectabilis,23,Rodent Exclosure
1977,9,12,Dipodomys,spectabilis,16,Rodent Exclosure
1977,9,12,Dipodomys,merriami,14,Control
1977,9,12,Dipodomys,merriami,17,Control
1977,9,12,Dipodomys,merriami,11,Control
1977,9,12,Dipodomys,spectabilis,4,Control
1977,9,12,Perognathus,flavus,16,Rodent Exclosure
1977,9,12,Dipodomys,merriami,14,Control
1977,9,12,Neotoma,albigula,17,Control
1977,9,12,Dipodomys,merriami,14,Control
1977,9,12,Perognathus,flavus,4,Control
1977,9,13,Chaetodipus,penicillatus,3,Long-term Krat Exclosure
1977,9,13,Perognathus,flavus,1,Spectab exclosure
1977,9,13,Dipodomys,merriami,13,Short-term Krat Exclosure
1977,9,13,Dipodomys,spectabilis,2,Control
1977,9,13,Dipodomys,merriami,3,Long-term Krat Exclosure
1977,9,13,Dipodomys,spectabilis,1,Spectab exclosure
1977,9,13,Dipodomys,spectabilis,8,Control
1977,9,13,Neotoma,albigula,2,Control
1977,9,13,Dipodomys,merriami,15,Long-term Krat Exclosure
1977,9,13,Dipodomys,merriami,2,Control
1977,9,13,Dipodomys,merriami,15,Long-term Krat Exclosure
1977,9,13,Dipodomys,merriami,9,Spectab exclosure
1977,9,13,Dipodomys,merriami,13,Short-term Krat Exclosure
1977,9,13,Dipodomys,merriami,15,Long-term Krat Exclosure
1977,9,13,Dipodomys,spectabilis,15,Long-term Krat Exclosure
1977,9,13,Dipodomys,spectabilis,9,Spectab exclosure
1977,9,13,Dipodomys,merriami,2,Control
1977,9,13,Dipodomys,merriami,9,Spectab exclosure
1977,9,13,Dipodomys,merriami,13,Short-term Krat Exclosure
1977,9,13,Dipodomys,spectabilis,9,Spectab exclosure
1977,9,13,Dipodomys,spectabilis,9,Spectab exclosure
1977,9,13,Peromyscus,eremicus,2,Control
1977,9,13,Dipodomys,spectabilis,1,Spectab exclosure
1977,9,13,Dipodomys,spectabilis,9,Spectab exclosure
1977,9,13,Dipodomys,spectabilis,3,Long-term Krat Exclosure
1977,9,13,Onychomys,sp.,2,Control
1977,10,16,Dipodomys,merriami,6,Short-term Krat Exclosure
1977,10,16,Dipodomys,merriami,22,Control
1977,10,16,Dipodomys,merriami,2,Control
1977,10,16,Dipodomys,merriami,13,Short-term Krat Exclosure
1977,10,16,Dipodomys,spectabilis,2,Control
1977,10,16,Onychomys,torridus,22,Control
1977,10,16,Dipodomys,merriami,13,Short-term Krat Exclosure
1977,10,16,Dipodomys,spectabilis,18,Short-term Krat Exclosure
1977,10,16,Dipodomys,merriami,2,Control
1977,10,16,Dipodomys,spectabilis,6,Short-term Krat Exclosure
1977,10,16,Dipodomys,merriami,20,Short-term Krat Exclosure
1977,10,16,Dipodomys,merriami,20,Short-term Krat Exclosure
1977,10,16,Dipodomys,merriami,18,Short-term Krat Exclosure
1977,10,16,Dipodomys,merriami,6,Short-term Krat Exclosure
1977,10,16,Dipodomys,merriami,2,Control
1977,10,16,Dipodomys,merriami,18,Short-term Krat Exclosure
1977,10,16,Dipodomys,merriami,2,Control
1977,10,16,Dipodomys,merriami,22,Control
1977,10,16,Dipodomys,merriami,6,Short-term Krat Exclosure
1977,10,16,Peromyscus,eremicus,20,Short-term Krat Exclosure
1977,10,16,Dipodomys,merriami,1,Spectab exclosure
1977,10,16,Dipodomys,spectabilis,9,Spectab exclosure
1977,10,16,Dipodomys,merriami,9,Spectab exclosure
1977,10,16,Neotoma,albigula,2,Control
1977,10,16,Dipodomys,spectabilis,22,Control
1977,10,16,Dipodomys,merriami,2,Control
1977,10,16,Dipodomys,merriami,6,Short-term Krat Exclosure
1977,10,16,Dipodomys,merriami,1,Spectab exclosure
1977,10,16,Dipodomys,spectabilis,9,Spectab exclosure
1977,10,16,Neotoma,albigula,18,Short-term Krat Exclosure
1977,10,16,Dipodomys,merriami,9,Spectab exclosure
1977,10,16,Onychomys,leucogaster,2,Control
1977,10,16,Dipodomys,merriami,20,Short-term Krat Exclosure
1977,10,16,Dipodomys,spectabilis,1,Spectab exclosure
1977,10,16,Onychomys,leucogaster,6,Short-term Krat Exclosure
1977,10,16,Dipodomys,spectabilis,9,Spectab exclosure
1977,10,16,Peromyscus,eremicus,2,Control
1977,10,16,Dipodomys,merriami,18,Short-term Krat Exclosure
1977,10,16,Neotoma,albigula,20,Short-term Krat Exclosure
1977,10,16,Neotoma,albigula,22,Control
1977,10,16,Dipodomys,merriami,6,Short-term Krat Exclosure
1977,10,16,Dipodomys,merriami,13,Short-term Krat Exclosure
1977,10,16,Dipodomys,merriami,1,Spectab exclosure
1977,10,16,Dipodomys,spectabilis,20,Short-term Krat Exclosure
1977,10,17,Dipodomys,merriami,17,Control
1977,10,17,Dipodomys,merriami,17,Control
1977,10,17,Dipodomys,merriami,14,Control
1977,10,17,Dipodomys,merriami,17,Control
1977,10,17,Dipodomys,spectabilis,11,Control
1977,10,17,Dipodomys,ordii,3,Long-term Krat Exclosure
1977,10,17,Dipodomys,merriami,4,Control
1977,10,17,Dipodomys,ordii,3,Long-term Krat Exclosure
1977,10,17,Dipodomys,merriami,11,Control
1977,10,17,Onychomys,torridus,17,Control
1977,10,17,Neotoma,albigula,11,Control
1977,10,17,Dipodomys,merriami,19,Long-term Krat Exclosure
1977,10,17,Onychomys,torridus,17,Control
1977,10,17,Dipodomys,spectabilis,14,Control
1977,10,17,Dipodomys,spectabilis,17,Control
1977,10,17,Dipodomys,merriami,19,Long-term Krat Exclosure
1977,10,17,Dipodomys,merriami,3,Long-term Krat Exclosure
1977,10,17,Dipodomys,merriami,21,Long-term Krat Exclosure
1977,10,17,Dipodomys,merriami,14,Control
1977,10,17,Dipodomys,merriami,16,Rodent Exclosure
1977,10,17,Dipodomys,merriami,19,Long-term Krat Exclosure
1977,10,17,Dipodomys,spectabilis,4,Control
1977,10,17,Dipodomys,spectabilis,17,Control
1977,10,17,Dipodomys,spectabilis,11,Control
1977,10,17,Reithrodontomys,megalotis,19,Long-term Krat Exclosure
1977,10,17,Dipodomys,merriami,11,Control
1977,10,17,Dipodomys,merriami,19,Long-term Krat Exclosure
1977,10,17,Neotoma,albigula,14,Control
1977,10,17,Dipodomys,merriami,3,Long-term Krat Exclosure
1977,10,17,Dipodomys,merriami,15,Long-term Krat Exclosure
1977,10,17,Dipodomys,ordii,17,Control
1977,10,17,Dipodomys,merriami,17,Control
1977,10,17,Dipodomys,merriami,14,Control
1977,10,17,Dipodomys,merriami,17,Control
1977,10,17,Onychomys,leucogaster,17,Control
1977,10,17,Dipodomys,spectabilis,4,Control
1977,10,17,Dipodomys,ordii,17,Control
1977,10,18,Dipodomys,spectabilis,8,Control
1977,10,18,Dipodomys,merriami,16,Rodent Exclosure
1977,10,18,Dipodomys,spectabilis,5,Rodent Exclosure
1977,10,18,Dipodomys,merriami,5,Rodent Exclosure
1977,10,18,Dipodomys,spectabilis,12,Control
1977,10,18,Perognathus,flavus,12,Control
1977,10,18,Onychomys,sp.,19,Long-term Krat Exclosure
1977,10,18,Dipodomys,merriami,5,Rodent Exclosure
1977,10,18,Dipodomys,spectabilis,5,Rodent Exclosure
1977,10,18,Dipodomys,merriami,12,Control
1977,10,18,Dipodomys,ordii,8,Control
1977,10,18,Dipodomys,merriami,12,Control
1977,10,18,Dipodomys,spectabilis,8,Control
1977,10,18,Dipodomys,merriami,12,Control
1977,10,18,Dipodomys,spectabilis,5,Rodent Exclosure
1977,10,18,Dipodomys,merriami,16,Rodent Exclosure
1977,10,18,Perognathus,flavus,21,Long-term Krat Exclosure
1977,10,18,Neotoma,albigula,3,Long-term Krat Exclosure
1977,11,12,Dipodomys,merriami,22,Control
1977,11,12,Dipodomys,merriami,2,Control
1977,11,12,Dipodomys,merriami,6,Short-term Krat Exclosure
1977,11,12,Dipodomys,merriami,13,Short-term Krat Exclosure
1977,11,12,Neotoma,albigula,2,Control
1977,11,12,Dipodomys,merriami,2,Control
1977,11,12,Onychomys,leucogaster,22,Control
1977,11,12,Dipodomys,merriami,1,Spectab exclosure
1977,11,12,Neotoma,albigula,18,Short-term Krat Exclosure
1977,11,12,Dipodomys,merriami,2,Control
1977,11,12,Onychomys,torridus,2,Control
1977,11,12,Dipodomys,ordii,1,Spectab exclosure
1977,11,12,Dipodomys,spectabilis,9,Spectab exclosure
1977,11,12,Perognathus,flavus,13,Short-term Krat Exclosure
1977,11,12,Dipodomys,merriami,18,Short-term Krat Exclosure
1977,11,12,Dipodomys,merriami,20,Short-term Krat Exclosure
1977,11,12,Dipodomys,merriami,2,Control
1977,11,12,Dipodomys,spectabilis,1,Spectab exclosure
1977,11,12,Neotoma,albigula,2,Control
1977,11,12,Dipodomys,merriami,9,Spectab exclosure
1977,11,12,Dipodomys,merriami,1,Spectab exclosure
1977,11,12,Onychomys,leucogaster,2,Control
1977,11,12,Dipodomys,spectabilis,20,Short-term Krat Exclosure
1977,11,12,Perognathus,flavus,9,Spectab exclosure
1977,11,12,Dipodomys,merriami,20,Short-term Krat Exclosure
1977,11,12,Dipodomys,merriami,9,Spectab exclosure
1977,11,12,Dipodomys,merriami,13,Short-term Krat Exclosure
1977,11,12,Dipodomys,merriami,22,Control
1977,11,12,Dipodomys,merriami,6,Short-term Krat Exclosure
1977,11,12,Dipodomys,merriami,18,Short-term Krat Exclosure
1977,11,12,Perognathus,flavus,9,Spectab exclosure
1977,11,12,Perognathus,flavus,1,Spectab exclosure
1977,11,12,Dipodomys,spectabilis,9,Spectab exclosure
1977,11,12,Dipodomys,ordii,1,Spectab exclosure
1977,11,13,Dipodomys,merriami,14,Control
1977,11,13,Dipodomys,merriami,17,Control
1977,11,13,Dipodomys,spectabilis,17,Control
1977,11,13,Dipodomys,merriami,17,Control
1977,11,13,Dipodomys,spectabilis,11,Control
1977,11,13,Dipodomys,merriami,11,Control
1977,11,13,Dipodomys,spectabilis,17,Control
1977,11,13,Onychomys,leucogaster,21,Long-term Krat Exclosure
1977,11,13,Onychomys,leucogaster,21,Long-term Krat Exclosure
1977,11,13,Dipodomys,merriami,11,Control
1977,11,13,Dipodomys,spectabilis,14,Control
1977,11,13,Neotoma,albigula,11,Control
1977,11,13,Perognathus,flavus,11,Control
1977,11,13,Dipodomys,spectabilis,11,Control
1977,11,13,Neotoma,albigula,14,Control
1977,11,13,Dipodomys,spectabilis,4,Control
1977,11,13,Dipodomys,merriami,14,Control
1977,11,13,Dipodomys,merriami,14,Control
1977,11,13,Reithrodontomys,megalotis,17,Control
1977,11,13,Dipodomys,spectabilis,4,Control
1977,11,13,Dipodomys,merriami,17,Control
1977,11,13,Onychomys,leucogaster,21,Long-term Krat Exclosure
1977,11,14,Dipodomys,merriami,12,Control
1977,11,14,Dipodomys,spectabilis,12,Control
1977,11,14,Neotoma,albigula,12,Control
1977,11,14,Dipodomys,spectabilis,5,Rodent Exclosure
1977,11,14,Perognathus,flavus,8,Control
1977,11,14,Dipodomys,merriami,12,Control
1977,11,14,Dipodomys,spectabilis,5,Rodent Exclosure
1977,11,14,Dipodomys,merriami,5,Rodent Exclosure
1977,11,14,Dipodomys,spectabilis,5,Rodent Exclosure
1977,11,14,Dipodomys,spectabilis,8,Control
1977,11,14,Dipodomys,ordii,8,Control
1977,11,14,Dipodomys,merriami,5,Rodent Exclosure
1977,12,10,Dipodomys,merriami,13,Short-term Krat Exclosure
1977,12,10,Dipodomys,spectabilis,9,Spectab exclosure
1977,12,10,Dipodomys,merriami,2,Control
1977,12,10,Dipodomys,merriami,13,Short-term Krat Exclosure
1977,12,10,Dipodomys,merriami,2,Control
1977,12,10,Dipodomys,merriami,20,Short-term Krat Exclosure
1977,12,10,Dipodomys,merriami,22,Control
1977,12,10,Dipodomys,merriami,2,Control
1977,12,10,Dipodomys,ordii,9,Spectab exclosure
1977,12,10,Dipodomys,merriami,1,Spectab exclosure
1977,12,10,Perognathus,flavus,9,Spectab exclosure
1977,12,10,Onychomys,torridus,2,Control
1977,12,10,Perognathus,flavus,2,Control
1977,12,10,Dipodomys,merriami,9,Spectab exclosure
1977,12,10,Perognathus,flavus,13,Short-term Krat Exclosure
1977,12,10,Neotoma,albigula,2,Control
1977,12,10,Dipodomys,merriami,18,Short-term Krat Exclosure
1977,12,10,Dipodomys,merriami,18,Short-term Krat Exclosure
1977,12,10,Dipodomys,merriami,2,Control
1977,12,10,Dipodomys,merriami,20,Short-term Krat Exclosure
1977,12,10,Perognathus,flavus,1,Spectab exclosure
1977,12,10,Onychomys,leucogaster,2,Control
1977,12,10,Onychomys,torridus,9,Spectab exclosure
1977,12,10,Dipodomys,merriami,13,Short-term Krat Exclosure
1977,12,10,Dipodomys,merriami,6,Short-term Krat Exclosure
1977,12,10,Onychomys,leucogaster,9,Spectab exclosure
1977,12,10,Onychomys,torridus,2,Control
1977,12,10,Dipodomys,merriami,18,Short-term Krat Exclosure
1977,12,10,Dipodomys,spectabilis,20,Short-term Krat Exclosure
1977,12,10,Dipodomys,merriami,2,Control
1977,12,10,Dipodomys,ordii,1,Spectab exclosure
1977,12,10,Dipodomys,spectabilis,9,Spectab exclosure
1977,12,10,Onychomys,torridus,2,Control
1977,12,10,Dipodomys,merriami,9,Spectab exclosure
1977,12,10,Dipodomys,merriami,1,Spectab exclosure
1977,12,11,Dipodomys,spectabilis,12,Control
1977,12,11,Dipodomys,merriami,14,Control
1977,12,11,Dipodomys,merriami,17,Control
1977,12,11,Dipodomys,spectabilis,4,Control
1977,12,11,Dipodomys,spectabilis,5,Rodent Exclosure
1977,12,11,Neotoma,albigula,5,Rodent Exclosure
1977,12,11,Dipodomys,spectabilis,4,Control
1977,12,11,Dipodomys,ordii,8,Control
1977,12,11,Dipodomys,merriami,11,Control
1977,12,11,Neotoma,albigula,12,Control
1977,12,11,Perognathus,flavus,4,Control
1977,12,11,Onychomys,torridus,5,Rodent Exclosure
1977,12,11,Dipodomys,spectabilis,11,Control
1977,12,11,Onychomys,torridus,21,Long-term Krat Exclosure
1977,12,11,Perognathus,flavus,8,Control
1977,12,11,Neotoma,albigula,11,Control
1977,12,11,Dipodomys,spectabilis,8,Control
1977,12,11,Dipodomys,spectabilis,17,Control
1977,12,11,Onychomys,torridus,3,Long-term Krat Exclosure
1977,12,11,Dipodomys,merriami,14,Control
1977,12,11,Dipodomys,spectabilis,14,Control
1977,12,11,Dipodomys,merriami,17,Control
1977,12,11,Dipodomys,merriami,17,Control
1977,12,11,Dipodomys,spectabilis,8,Control
1977,12,11,Dipodomys,merriami,11,Control
1977,12,11,Dipodomys,spectabilis,11,Control
1977,12,11,Neotoma,albigula,14,Control
1977,12,11,Dipodomys,merriami,12,Control
1977,12,11,Dipodomys,merriami,12,Control
1977,12,11,Onychomys,torridus,11,Control
1977,12,11,Dipodomys,merriami,14,Control
1977,12,11,Dipodomys,spectabilis,11,Control
1977,12,11,Dipodomys,spectabilis,12,Control
1977,12,11,Dipodomys,spectabilis,4,Control
1977,12,11,Onychomys,torridus,4,Control
1977,12,11,Neotoma,albigula,17,Control
1977,12,11,Dipodomys,merriami,17,Control
1977,12,11,Onychomys,torridus,5,Rodent Exclosure
1977,12,11,Perognathus,flavus,3,Long-term Krat Exclosure
1977,12,11,Dipodomys,spectabilis,11,Control
1977,12,11,Onychomys,torridus,21,Long-term Krat Exclosure
1977,12,11,Onychomys,torridus,21,Long-term Krat Exclosure
1977,12,11,Dipodomys,merriami,5,Rodent Exclosure
1978,1,8,Onychomys,leucogaster,3,Long-term Krat Exclosure
1978,1,8,Dipodomys,merriami,13,Short-term Krat Exclosure
1978,1,8,Neotoma,albigula,2,Control
1978,1,8,Dipodomys,merriami,2,Control
1978,1,8,Dipodomys,merriami,20,Short-term Krat Exclosure
1978,1,8,Neotoma,albigula,3,Long-term Krat Exclosure
1978,1,8,Perognathus,flavus,13,Short-term Krat Exclosure
1978,1,8,Dipodomys,merriami,2,Control
1978,1,8,Dipodomys,spectabilis,9,Spectab exclosure
1978,1,8,Onychomys,leucogaster,2,Control
1978,1,8,Perognathus,flavus,9,Spectab exclosure
